kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
N/A,event record task,4,17040,"""0.0""","""1624688333038563674""","""1624688333038563674"""
538/PtMuls_tvmbin,kernel AI core task,4,17041,"""1.32""","""1624688333038648534""","""1624688333038649854"""
N/A,memory copy task,4,17043,"""0.01""","""1624688333038755714""","""1624688333038755724"""
N/A,event record task,4,17044,"""1.35""","""1624688333038801864""","""1624688333038803214"""
245/Cast_tvmbin,kernel AI core task,4,17046,"""0.01""","""1624688333038924314""","""1624688333038924324"""
N/A,memory copy task,4,17047,"""1.35""","""1624688333038983424""","""1624688333038984774"""
N/A,event record task,4,17048,"""0.91""","""1624688333039038264""","""1624688333039039174"""
243/Cast_tvmbin,kernel AI core task,4,17050,"""0.01""","""1624688333039157904""","""1624688333039157914"""
N/A,memory copy task,4,17051,"""1.35""","""1624688333039253934""","""1624688333039255284"""
536/PtMuls_tvmbin,kernel AI core task,4,17053,"""0.01""","""1624688333039454364""","""1624688333039454374"""
245/Cast_tvmbin,kernel AI core task,4,17054,"""1.26""","""1624688333039534424""","""1624688333039535684"""
N/A,event record task,4,17056,"""0.01""","""1624688333039763294""","""1624688333039763304"""
538/PtMuls_tvmbin,kernel AI core task,4,17057,"""1.42""","""1624688333039861724""","""1624688333039863144"""
243/Cast_tvmbin,kernel AI core task,4,17058,"""0.86""","""1624688333039903414""","""1624688333039904274"""
N/A,event record task,4,17060,"""0.01""","""1624688333040021954""","""1624688333040021964"""
536/PtMuls_tvmbin,kernel AI core task,4,17061,"""1.43""","""1624688333040108354""","""1624688333040109784"""
N/A,memory copy task,4,17063,"""0.01""","""1624688333040214964""","""1624688333040214974"""
N/A,event record task,4,17064,"""1.35""","""1624688333040264914""","""1624688333040266264"""
N/A,memory copy task,4,17066,"""0.0""","""1624688333040380404""","""1624688333040380404"""
249/Cast_tvmbin,kernel AI core task,4,17067,"""1.42""","""1624688333040434784""","""1624688333040436204"""
N/A,memory copy task,4,17068,"""0.92""","""1624688333040565874""","""1624688333040566794"""
542/PtMuls_tvmbin,kernel AI core task,4,17070,"""0.0""","""1624688333040824274""","""1624688333040824274"""
N/A,memory copy task,4,17071,"""1.42""","""1624688333040893444""","""1624688333040894864"""
543/PtMuls_tvmbin,kernel AI core task,4,17073,"""0.01""","""1624688333041014204""","""1624688333041014214"""
N/A,memory copy task,4,17074,"""1.27""","""1624688333041105564""","""1624688333041106834"""
543/PtMuls_tvmbin,kernel AI core task,4,17076,"""0.01""","""1624688333041219784""","""1624688333041219794"""
615/Add_tvmbin,kernel AI core task,4,17077,"""1.39""","""1624688333041273294""","""1624688333041274684"""
N/A,memory copy task,4,17078,"""0.87""","""1624688333041334944""","""1624688333041335814"""
543/PtMuls_tvmbin,kernel AI core task,4,17080,"""0.01""","""1624688333041462354""","""1624688333041462364"""
N/A,memory copy task,4,17081,"""1.33""","""1624688333041527424""","""1624688333041528754"""
543/PtMuls_tvmbin,kernel AI core task,4,17083,"""0.0""","""1624688333041753504""","""1624688333041753504"""
615/Add_tvmbin,kernel AI core task,4,17084,"""1.35""","""1624688333041935704""","""1624688333041937054"""
N/A,event record task,4,17086,"""0.01""","""1624688333042036684""","""1624688333042036694"""
544/PtMuls_tvmbin,kernel AI core task,4,17087,"""1.35""","""1624688333042128444""","""1624688333042129794"""
N/A,memory copy task,4,17088,"""0.92""","""1624688333042184634""","""1624688333042185554"""
544/PtMuls_tvmbin,kernel AI core task,4,17090,"""0.0""","""1624688333042309394""","""1624688333042309394"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17091,"""1.33""","""1624688333042368244""","""1624688333042369574"""
616/Add_tvmbin,kernel AI core task,4,17093,"""0.01""","""1624688333042554614""","""1624688333042554624"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17094,"""1.33""","""1624688333042603764""","""1624688333042605094"""
N/A,event record task,4,17096,"""0.01""","""1624688333042712344""","""1624688333042712354"""
544/PtMuls_tvmbin,kernel AI core task,4,17097,"""1.35""","""1624688333042783714""","""1624688333042785064"""
N/A,memory copy task,4,17098,"""0.8""","""1624688333042993534""","""1624688333042994334"""
544/PtMuls_tvmbin,kernel AI core task,4,17100,"""0.01""","""1624688333043155434""","""1624688333043155444"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17101,"""1.33""","""1624688333043231864""","""1624688333043233194"""
616/Add_tvmbin,kernel AI core task,4,17103,"""0.01""","""1624688333043384514""","""1624688333043384524"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17104,"""1.33""","""1624688333043441154""","""1624688333043442484"""
N/A,event record task,4,17106,"""0.01""","""1624688333043543314""","""1624688333043543324"""
544/PtMuls_tvmbin,kernel AI core task,4,17107,"""1.42""","""1624688333043602914""","""1624688333043604334"""
N/A,memory copy task,4,17108,"""0.91""","""1624688333043660174""","""1624688333043661084"""
544/PtMuls_tvmbin,kernel AI core task,4,17110,"""0.0""","""1624688333043778014""","""1624688333043778014"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17111,"""1.39""","""1624688333043872584""","""1624688333043873974"""
616/Add_tvmbin,kernel AI core task,4,17113,"""0.01""","""1624688333044190554""","""1624688333044190564"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17114,"""1.27""","""1624688333044303744""","""1624688333044305014"""
N/A,event record task,4,17116,"""0.01""","""1624688333044422064""","""1624688333044422074"""
544/PtMuls_tvmbin,kernel AI core task,4,17117,"""1.39""","""1624688333044476184""","""1624688333044477574"""
N/A,memory copy task,4,17118,"""0.88""","""1624688333044532114""","""1624688333044532994"""
544/PtMuls_tvmbin,kernel AI core task,4,17120,"""0.01""","""1624688333044649764""","""1624688333044649774"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17121,"""1.34""","""1624688333044725544""","""1624688333044726884"""
616/Add_tvmbin,kernel AI core task,4,17123,"""0.01""","""1624688333044830544""","""1624688333044830554"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17124,"""1.35""","""1624688333044878944""","""1624688333044880294"""
N/A,event record task,4,17126,"""0.01""","""1624688333044992034""","""1624688333044992044"""
544/PtMuls_tvmbin,kernel AI core task,4,17127,"""1.33""","""1624688333045062594""","""1624688333045063924"""
N/A,memory copy task,4,17128,"""0.92""","""1624688333045312034""","""1624688333045312954"""
544/PtMuls_tvmbin,kernel AI core task,4,17130,"""0.0""","""1624688333045449704""","""1624688333045449704"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17131,"""1.33""","""1624688333045539834""","""1624688333045541164"""
616/Add_tvmbin,kernel AI core task,4,17133,"""0.0""","""1624688333045664544""","""1624688333045664544"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17134,"""1.28""","""1624688333045720564""","""1624688333045721844"""
N/A,event record task,4,17136,"""0.01""","""1624688333045828064""","""1624688333045828074"""
544/PtMuls_tvmbin,kernel AI core task,4,17137,"""1.4""","""1624688333045875294""","""1624688333045876694"""
N/A,memory copy task,4,17138,"""0.88""","""1624688333045963954""","""1624688333045964834"""
544/PtMuls_tvmbin,kernel AI core task,4,17140,"""0.01""","""1624688333046092084""","""1624688333046092094"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17141,"""1.35""","""1624688333046150624""","""1624688333046151974"""
616/Add_tvmbin,kernel AI core task,4,17143,"""0.01""","""1624688333046434374""","""1624688333046434384"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17144,"""1.32""","""1624688333046561424""","""1624688333046562744"""
N/A,event record task,4,17146,"""0.0""","""1624688333046687324""","""1624688333046687324"""
544/PtMuls_tvmbin,kernel AI core task,4,17147,"""1.4""","""1624688333046741854""","""1624688333046743254"""
N/A,memory copy task,4,17148,"""0.92""","""1624688333046799504""","""1624688333046800424"""
544/PtMuls_tvmbin,kernel AI core task,4,17150,"""0.01""","""1624688333046926634""","""1624688333046926644"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17151,"""1.34""","""1624688333046995654""","""1624688333046996994"""
616/Add_tvmbin,kernel AI core task,4,17153,"""0.01""","""1624688333047121524""","""1624688333047121534"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17154,"""1.39""","""1624688333047208414""","""1624688333047209804"""
N/A,event record task,4,17156,"""0.01""","""1624688333047305454""","""1624688333047305464"""
544/PtMuls_tvmbin,kernel AI core task,4,17157,"""1.33""","""1624688333047353904""","""1624688333047355234"""
N/A,memory copy task,4,17158,"""0.88""","""1624688333047393324""","""1624688333047394204"""
544/PtMuls_tvmbin,kernel AI core task,4,17160,"""0.0""","""1624688333047748274""","""1624688333047748274"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17161,"""1.49""","""1624688333047857344""","""1624688333047858834"""
616/Add_tvmbin,kernel AI core task,4,17163,"""0.0""","""1624688333047972544""","""1624688333047972544"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17164,"""1.33""","""1624688333048020794""","""1624688333048022124"""
N/A,event record task,4,17166,"""0.01""","""1624688333048181274""","""1624688333048181284"""
544/PtMuls_tvmbin,kernel AI core task,4,17167,"""1.35""","""1624688333048230194""","""1624688333048231544"""
N/A,memory copy task,4,17168,"""0.93""","""1624688333048289254""","""1624688333048290184"""
544/PtMuls_tvmbin,kernel AI core task,4,17170,"""0.01""","""1624688333048391924""","""1624688333048391934"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17171,"""1.35""","""1624688333048452584""","""1624688333048453934"""
616/Add_tvmbin,kernel AI core task,4,17173,"""0.01""","""1624688333048561984""","""1624688333048561994"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17174,"""1.33""","""1624688333048610804""","""1624688333048612134"""
N/A,event record task,4,17176,"""0.01""","""1624688333048926104""","""1624688333048926114"""
544/PtMuls_tvmbin,kernel AI core task,4,17177,"""1.39""","""1624688333049019884""","""1624688333049021274"""
N/A,memory copy task,4,17178,"""0.8""","""1624688333049109444""","""1624688333049110244"""
544/PtMuls_tvmbin,kernel AI core task,4,17180,"""0.01""","""1624688333049235414""","""1624688333049235424"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17181,"""1.34""","""1624688333049298734""","""1624688333049300074"""
616/Add_tvmbin,kernel AI core task,4,17183,"""0.01""","""1624688333049422224""","""1624688333049422234"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17184,"""1.32""","""1624688333049471004""","""1624688333049472324"""
N/A,event record task,4,17186,"""0.01""","""1624688333049580184""","""1624688333049580194"""
544/PtMuls_tvmbin,kernel AI core task,4,17187,"""1.39""","""1624688333049627464""","""1624688333049628854"""
N/A,memory copy task,4,17188,"""0.93""","""1624688333049708574""","""1624688333049709504"""
544/PtMuls_tvmbin,kernel AI core task,4,17190,"""0.01""","""1624688333050027574""","""1624688333050027584"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17191,"""1.39""","""1624688333050125904""","""1624688333050127294"""
616/Add_tvmbin,kernel AI core task,4,17193,"""0.01""","""1624688333050249854""","""1624688333050249864"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17194,"""1.35""","""1624688333050302314""","""1624688333050303664"""
N/A,event record task,4,17196,"""0.01""","""1624688333050420124""","""1624688333050420134"""
544/PtMuls_tvmbin,kernel AI core task,4,17197,"""1.35""","""1624688333050466744""","""1624688333050468094"""
N/A,memory copy task,4,17198,"""0.89""","""1624688333050516794""","""1624688333050517684"""
544/PtMuls_tvmbin,kernel AI core task,4,17200,"""0.01""","""1624688333050632864""","""1624688333050632874"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17201,"""1.33""","""1624688333050698964""","""1624688333050700294"""
616/Add_tvmbin,kernel AI core task,4,17203,"""0.01""","""1624688333050818984""","""1624688333050818994"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17204,"""1.28""","""1624688333050869244""","""1624688333050870524"""
N/A,event record task,4,17206,"""0.0""","""1624688333051202964""","""1624688333051202964"""
544/PtMuls_tvmbin,kernel AI core task,4,17207,"""1.44""","""1624688333051301224""","""1624688333051302664"""
N/A,memory copy task,4,17208,"""0.93""","""1624688333051351084""","""1624688333051352014"""
544/PtMuls_tvmbin,kernel AI core task,4,17210,"""0.01""","""1624688333051485744""","""1624688333051485754"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17211,"""1.33""","""1624688333051574164""","""1624688333051575494"""
616/Add_tvmbin,kernel AI core task,4,17213,"""0.01""","""1624688333051675804""","""1624688333051675814"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17214,"""1.33""","""1624688333051722174""","""1624688333051723504"""
N/A,event record task,4,17216,"""0.01""","""1624688333051854494""","""1624688333051854504"""
544/PtMuls_tvmbin,kernel AI core task,4,17217,"""1.39""","""1624688333051930144""","""1624688333051931534"""
N/A,memory copy task,4,17218,"""0.88""","""1624688333051979614""","""1624688333051980494"""
544/PtMuls_tvmbin,kernel AI core task,4,17220,"""0.01""","""1624688333052294904""","""1624688333052294914"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17221,"""1.33""","""1624688333052410774""","""1624688333052412104"""
616/Add_tvmbin,kernel AI core task,4,17223,"""0.01""","""1624688333052542734""","""1624688333052542744"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17224,"""1.39""","""1624688333052589024""","""1624688333052590414"""
N/A,event record task,4,17226,"""0.0""","""1624688333052702814""","""1624688333052702814"""
544/PtMuls_tvmbin,kernel AI core task,4,17227,"""1.35""","""1624688333052761644""","""1624688333052762994"""
N/A,memory copy task,4,17228,"""0.93""","""1624688333052839594""","""1624688333052840524"""
544/PtMuls_tvmbin,kernel AI core task,4,17230,"""0.01""","""1624688333052955694""","""1624688333052955704"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17231,"""1.4""","""1624688333053011424""","""1624688333053012824"""
616/Add_tvmbin,kernel AI core task,4,17233,"""0.01""","""1624688333053151824""","""1624688333053151834"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17234,"""1.36""","""1624688333053222264""","""1624688333053223624"""
N/A,event record task,4,17236,"""0.01""","""1624688333053506634""","""1624688333053506644"""
544/PtMuls_tvmbin,kernel AI core task,4,17237,"""1.39""","""1624688333053569314""","""1624688333053570704"""
N/A,memory copy task,4,17238,"""0.88""","""1624688333053629744""","""1624688333053630624"""
544/PtMuls_tvmbin,kernel AI core task,4,17240,"""0.01""","""1624688333053777464""","""1624688333053777474"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17241,"""1.39""","""1624688333053834744""","""1624688333053836134"""
616/Add_tvmbin,kernel AI core task,4,17243,"""0.0""","""1624688333053959394""","""1624688333053959394"""
616/trans_TransData_758_tvmbin,kernel AI core task,4,17244,"""1.42""","""1624688333054059244""","""1624688333054060664"""
N/A,event record task,4,17246,"""0.0""","""1624688333054171164""","""1624688333054171164"""
544/PtMuls_tvmbin,kernel AI core task,4,17247,"""1.35""","""1624688333054214624""","""1624688333054215974"""
N/A,memory copy task,4,17248,"""0.98""","""1624688333054251334""","""1624688333054252314"""
544/PtMuls_tvmbin,kernel AI core task,4,17250,"""0.0""","""1624688333054568124""","""1624688333054568124"""
616/trans_TransData_750_tvmbin,kernel AI core task,4,17251,"""1.33""","""1624688333054693714""","""1624688333054695044"""
616/Add_tvmbin,kernel AI core task,4,17253,"""0.0""","""1624688333054811624""","""1624688333054811624"""
